"nombresenador","measuredate","measuretype","measurenumber","proyecto","reference","votetype","countofvotetype","measurestatus","proyecto1","mes","a_o","labelvotetype","countofvotes","nombre"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","R. C. de la C.","1604","R. C. de la C. 1604","Informe","Ausente","1","Aprobada","R. C. de la C. 1604","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","R. C. de la C.","1606","R. C. de la C. 1606","Informe","Ausente","1","Aprobada","R. C. de la C. 1606","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","R. C. del S.","1059","R. C. del S. 1059","Informe","Ausente","1","Aprobada","R. C. del S. 1059","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","R. C. del S.","1061","R. C. del S. 1061","Informe","Ausente","1","Aprobada","R. C. del S. 1061","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","R. del S.","216","R. del S. 0216","Informe Final","Ausente","1","Aprobada","R. del S. 0216","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","923","R. C. de la C. 0923","Informe","A favor","1","Aprobada","R. C. de la C. 0923","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3805","P. de la C. 3805","Informe","A favor","1","Aprobada","P. de la C. 3805","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3968","P. de la C. 3968","Informe","A favor","1","Aprobada","P. de la C. 3968","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3985","P. de la C. 3985","Informe","A favor","1","Aprobada","P. de la C. 3985","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","449","P. del S. 0449","Informe","A favor","1","Aprobada","P. del S. 0449","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2160","P. del S. 2160","Segundo Inf.","A favor","1","Aprobada","P. del S. 2160","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2474","P. del S. 2474","Informe","A favor","1","Aprobada","P. del S. 2474","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2556","P. del S. 2556","Informe","A favor","1","Aprobada","P. del S. 2556","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2583","P. del S. 2583","Informe","A favor","1","Aprobada","P. del S. 2583","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2619","P. del S. 2619","Informe","En contra","1","Aprobada","P. del S. 2619","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2621","P. del S. 2621","Informe","A favor","1","Aprobada","P. del S. 2621","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2622","P. del S. 2622","Informe","A favor","1","Aprobada","P. del S. 2622","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2672","P. del S. 2672","Informe","En contra","1","Aprobada","P. del S. 2672","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3536","P. de la C. 3536","Informe","A favor","1","Aprobada","P. de la C. 3536","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2696","P. del S. 2696","Informe","A favor","1","Aprobada","P. del S. 2696","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3434","P. de la C. 3434","Informe","A favor","1","Aprobada","P. de la C. 3434","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","927","R. C. de la C. 0927","Informe","A favor","1","Aprobada","R. C. de la C. 0927","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","1252","R. C. de la C. 1252","Informe","A favor","1","Aprobada","R. C. de la C. 1252","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. del S.","471","R. C. del S. 0471","Reconsiderado","En contra","1","Aprobada","R. C. del S. 0471","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. del S.","955","R. C. del S. 0955","Informe","A favor","1","Aprobada","R. C. del S. 0955","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. del S.","1040","R. C. del S. 1040","Informe","A favor","1","Aprobada","R. C. del S. 1040","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. del S.","1047","R. C. del S. 1047","Informe","A favor","1","Aprobada","R. C. del S. 1047","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","S. R.","2800","S. R. 2800","Medida","A favor","1","Aprobada","S. R. 2800","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","Nombramiento","1240","Nombramiento 1240","Otros","A favor","1","Aprobada","Nombramiento 1240","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","Nombramiento","1280","Nombramiento 1280","Otros","A favor","1","Aprobada","Nombramiento 1280","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","Nombramiento","1315","Nombramiento 1315","Otros","A favor","1","Aprobada","Nombramiento 1315","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","2866","P. de la C. 2866","Segundo Inf.","A favor","1","Aprobada","P. de la C. 2866","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3392","P. de la C. 3392","Informe","A favor","1","Aprobada","P. de la C. 3392","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1481","R. C. de la C. 1481","Informe","A favor","1","Aprobada","R. C. de la C. 1481","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2693","P. del S. 2693","Informe","A favor","1","Aprobada","P. del S. 2693","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","1008","R. C. de la C. 1008","Informe","A favor","1","Aprobada","R. C. de la C. 1008","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2088","P. del S. 2088","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2088","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2156","P. del S. 2156","Segundo Inf.","En contra","1","Aprobada","P. del S. 2156","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2285","P. del S. 2285","Informe","A favor","1","Aprobada","P. del S. 2285","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2347","P. del S. 2347","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2347","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2358","P. del S. 2358","Informe","A favor","1","Aprobada","P. del S. 2358","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2380","P. del S. 2380","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2380","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2468","P. del S. 2468","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2468","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2469","P. del S. 2469","Informe","A favor","1","Aprobada","P. del S. 2469","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2507","P. del S. 2507","Informe","A favor","1","Aprobada","P. del S. 2507","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2587","P. del S. 2587","Informe","A favor","1","Aprobada","P. del S. 2587","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","694","R. C. de la C. 0694","Informe","A favor","1","Aprobada","R. C. de la C. 0694","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","705","R. C. de la C. 0705","Informe","A favor","1","Aprobada","R. C. de la C. 0705","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3699","P. de la C. 3699","Informe","A favor","1","Aprobada","P. de la C. 3699","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","916","R. C. de la C. 0916","Informe","A favor","1","Aprobada","R. C. de la C. 0916","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3865","P. de la C. 3865","Informe","A favor","1","Aprobada","P. de la C. 3865","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","1277","R. C. de la C. 1277","Informe","A favor","1","Aprobada","R. C. de la C. 1277","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","1367","R. C. de la C. 1367","Informe","A favor","1","Aprobada","R. C. de la C. 1367","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","1421","R. C. de la C. 1421","Informe","A favor","1","Aprobada","R. C. de la C. 1421","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","1465","R. C. de la C. 1465","Informe","A favor","1","Aprobada","R. C. de la C. 1465","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. del S.","772","R. C. del S. 0772","Informe","A favor","1","Aprobada","R. C. del S. 0772","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. del S.","907","R. C. del S. 0907","Informe","A favor","1","Aprobada","R. C. del S. 0907","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","493","P. de la C. 0493","Informe","A favor","1","Aprobada","P. de la C. 0493","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","719","P. de la C. 0719","Informe","A favor","1","Aprobada","P. de la C. 0719","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","1361","P. de la C. 1361","Medida","A favor","1","Aprobada","P. de la C. 1361","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","2951","P. de la C. 2951","Reconsiderado","A favor","1","Aprobada","P. de la C. 2951","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3107","P. de la C. 3107","Informe","A favor","1","Aprobada","P. de la C. 3107","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3139","P. de la C. 3139","Informe","A favor","1","Aprobada","P. de la C. 3139","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3344","P. de la C. 3344","Informe","A favor","1","Aprobada","P. de la C. 3344","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","R. C. de la C.","757","R. C. de la C. 0757","Informe","A favor","1","Aprobada","R. C. de la C. 0757","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1440","R. C. de la C. 1440","Informe","A favor","1","Aprobada","R. C. de la C. 1440","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3560","P. de la C. 3560","Medida","A favor","1","Aprobada","P. de la C. 3560","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1342","R. C. de la C. 1342","Informe","A favor","1","Aprobada","R. C. de la C. 1342","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1403","R. C. de la C. 1403","Informe","En contra","1","Aprobada","R. C. de la C. 1403","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1404","R. C. de la C. 1404","Informe","A favor","1","Aprobada","R. C. de la C. 1404","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1413","R. C. de la C. 1413","Informe","A favor","1","Aprobada","R. C. de la C. 1413","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1417","R. C. de la C. 1417","Informe","A favor","1","Aprobada","R. C. de la C. 1417","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1420","R. C. de la C. 1420","Informe","A favor","1","Aprobada","R. C. de la C. 1420","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1423","R. C. de la C. 1423","Informe","A favor","1","Aprobada","R. C. de la C. 1423","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1425","R. C. de la C. 1425","Informe","A favor","1","Aprobada","R. C. de la C. 1425","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1432","R. C. de la C. 1432","Informe","A favor","1","Aprobada","R. C. de la C. 1432","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1433","R. C. de la C. 1433","Informe","A favor","1","Aprobada","R. C. de la C. 1433","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1434","R. C. de la C. 1434","Informe","A favor","1","Aprobada","R. C. de la C. 1434","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1335","R. C. de la C. 1335","Informe","A favor","1","Aprobada","R. C. de la C. 1335","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1439","R. C. de la C. 1439","Informe","A favor","1","Aprobada","R. C. de la C. 1439","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1326","R. C. de la C. 1326","Informe","A favor","1","Aprobada","R. C. de la C. 1326","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1447","R. C. de la C. 1447","Informe","A favor","1","Aprobada","R. C. de la C. 1447","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1448","R. C. de la C. 1448","Informe","A favor","1","Aprobada","R. C. de la C. 1448","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1450","R. C. de la C. 1450","Informe","A favor","1","Aprobada","R. C. de la C. 1450","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1454","R. C. de la C. 1454","Informe","A favor","1","Aprobada","R. C. de la C. 1454","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1458","R. C. de la C. 1458","Medida","En contra","1","Aprobada","R. C. de la C. 1458","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1459","R. C. de la C. 1459","Medida","En contra","1","Aprobada","R. C. de la C. 1459","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1463","R. C. de la C. 1463","Informe","A favor","1","Aprobada","R. C. de la C. 1463","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1471","R. C. de la C. 1471","Informe","A favor","1","Aprobada","R. C. de la C. 1471","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1475","R. C. de la C. 1475","Informe","A favor","1","Aprobada","R. C. de la C. 1475","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1476","R. C. de la C. 1476","Informe","A favor","1","Aprobada","R. C. de la C. 1476","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1478","R. C. de la C. 1478","Informe","A favor","1","Aprobada","R. C. de la C. 1478","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1479","R. C. de la C. 1479","Informe","A favor","1","Aprobada","R. C. de la C. 1479","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1480","R. C. de la C. 1480","Informe","A favor","1","Aprobada","R. C. de la C. 1480","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1436","R. C. de la C. 1436","Informe","A favor","1","Aprobada","R. C. de la C. 1436","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2453","P. del S. 2453","Informe","A favor","1","Aprobada","P. del S. 2453","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3885","P. de la C. 3885","Informe","A favor","1","Aprobada","P. de la C. 3885","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3914","P. de la C. 3914","Informe","A favor","1","Aprobada","P. de la C. 3914","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3958","P. de la C. 3958","Informe","A favor","1","Aprobada","P. de la C. 3958","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","3978","P. de la C. 3978","Informe","A favor","1","Aprobada","P. de la C. 3978","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","4028","P. de la C. 4028","Informe","A favor","1","Aprobada","P. de la C. 4028","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. de la C.","4032","P. de la C. 4032","Informe","A favor","1","Aprobada","P. de la C. 4032","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","1708","P. del S. 1708","Segundo Inf.","A favor","1","Aprobada","P. del S. 1708","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","1751","P. del S. 1751","Reconsiderado","A favor","1","Aprobada","P. del S. 1751","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","1999","P. del S. 1999","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 1999","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2157","P. del S. 2157","Informe","A favor","1","Aprobada","P. del S. 2157","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2324","P. del S. 2324","Informe","A favor","1","Aprobada","P. del S. 2324","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2344","P. del S. 2344","Inf. Conferencia","A favor","1","Aprobada","P. del S. 2344","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1340","R. C. de la C. 1340","Informe","A favor","1","Aprobada","R. C. de la C. 1340","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2416","P. del S. 2416","Segundo Inf.","A favor","1","Aprobada","P. del S. 2416","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","1014","P. del S. 1014","Informe","A favor","1","Aprobada","P. del S. 1014","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2479","P. del S. 2479","Informe","A favor","1","Aprobada","P. del S. 2479","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2485","P. del S. 2485","Informe","A favor","1","Aprobada","P. del S. 2485","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2495","P. del S. 2495","Medida","A favor","1","Aprobada","P. del S. 2495","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2500","P. del S. 2500","Informe","A favor","1","Aprobada","P. del S. 2500","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2533","P. del S. 2533","Informe","A favor","1","Aprobada","P. del S. 2533","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2536","P. del S. 2536","Informe","A favor","1","Aprobada","P. del S. 2536","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2547","P. del S. 2547","Informe","A favor","1","Aprobada","P. del S. 2547","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2548","P. del S. 2548","Conc. Enmiendas","A favor","1","Aprobada","P. del S. 2548","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2560","P. del S. 2560","Medida","A favor","1","Aprobada","P. del S. 2560","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2615","P. del S. 2615","Informe","En contra","1","Derrotada","P. del S. 2615","06-junio","2012","En contra","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1113","R. C. de la C. 1113","Informe","A favor","1","Aprobada","R. C. de la C. 1113","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1261","R. C. de la C. 1261","Informe","A favor","1","Aprobada","R. C. de la C. 1261","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","R. C. de la C.","1292","R. C. de la C. 1292","Informe","A favor","1","Aprobada","R. C. de la C. 1292","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-24T00:00:00.000","P. del S.","2381","P. del S. 2381","Informe","A favor","1","Aprobada","P. del S. 2381","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2359","P. del S. 2359","Informe","Ausente","1","Aprobada","P. del S. 2359","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. del S.","2086","P. del S. 2086","Informe","A favor","1","Aprobada","P. del S. 2086","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
