"nombresenador","measuredate","measuretype","measurenumber","proyecto","reference","votetype","countofvotetype","measurestatus","proyecto1","mes","a_o","labelvotetype","countofvotes","nombre"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1227","Nombramiento 1227","Otros","Ausente","1","Aprobada","Nombramiento 1227","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1299","Nombramiento 1299","Otros","Ausente","1","Aprobada","Nombramiento 1299","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1303","Nombramiento 1303","Otros","Ausente","1","Aprobada","Nombramiento 1303","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1306","Nombramiento 1306","Otros","Ausente","1","Aprobada","Nombramiento 1306","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1307","Nombramiento 1307","Otros","Ausente","1","Aprobada","Nombramiento 1307","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1335","Nombramiento 1335","Otros","Ausente","1","Aprobada","Nombramiento 1335","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. del S.","2650","R. del S. 2650","Informes Parciales","Ausente","1","Aprobada","R. del S. 2650","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","484","P. del S. 0484","Conf.\Recon.","Ausente","1","Aprobada","P. del S. 0484","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","1746","P. del S. 1746","Informe","Ausente","1","Aprobada","P. del S. 1746","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","1860","P. del S. 1860","Conc./Rec.","Ausente","1","Aprobada","P. del S. 1860","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","1915","P. del S. 1915","Informe","Ausente","1","Aprobada","P. del S. 1915","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. del S.","2799","R. del S. 2799","Medida","Ausente","1","Aprobada","R. del S. 2799","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2334","P. del S. 2334","Informe","Ausente","1","Aprobada","P. del S. 2334","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. del S.","2796","R. del S. 2796","Medida","Ausente","1","Aprobada","R. del S. 2796","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2423","P. del S. 2423","Conc. Enmiendas","Ausente","1","Aprobada","P. del S. 2423","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2431","P. del S. 2431","Informe","Ausente","1","Aprobada","P. del S. 2431","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2569","P. del S. 2569","Informe","Ausente","1","Aprobada","P. del S. 2569","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2660","P. del S. 2660","Informe","Ausente","1","Aprobada","P. del S. 2660","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. C. de la C.","1158","R. C. de la C. 1158","Informe","Ausente","1","Aprobada","R. C. de la C. 1158","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Cirilo Tirado Rivera","2012-06-24T00:00:00.000","P. del S.","2547","P. del S. 2547","Informe","A favor","1","Aprobada","P. del S. 2547","06-junio","2012","A favor","1","Hon. Cirilo Tirado Rivera"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. C. de la C.","1395","R. C. de la C. 1395","Informe","Ausente","1","Aprobada","R. C. de la C. 1395","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Angel M. Rodriguez Otero","2013-04-25T00:00:00.000","R. del S.","278","R. del S. 0278","Medida","A favor","1","Aprobada","R. del S. 0278","04-abril","2013","A favor","1","Hon. Angel M. Rodriguez Otero"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. C. del S.","715","R. C. del S. 0715","Conc. Enmiendas","Ausente","1","Aprobada","R. C. del S. 0715","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. C. del S.","962","R. C. del S. 0962","Informe","Ausente","1","Aprobada","R. C. del S. 0962","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. C. del S.","963","R. C. del S. 0963","Informe","Ausente","1","Aprobada","R. C. del S. 0963","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. C. del S.","976","R. C. del S. 0976","Conc. Enmiendas","Ausente","1","Aprobada","R. C. del S. 0976","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. del S.","2797","R. del S. 2797","Medida","Ausente","1","Aprobada","R. del S. 2797","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","R. del S.","2798","R. del S. 2798","Medida","Ausente","1","Aprobada","R. del S. 2798","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","Nombramiento","1201","Nombramiento 1201","Otros","A favor","1","Aprobada","Nombramiento 1201","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","P. del S.","2123","P. del S. 2123","Conc. Enmiendas","Ausente","1","Aprobada","P. del S. 2123","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2272","P. del S. 2272","Informe","Ausente","1","Aprobada","P. del S. 2272","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1246","Nombramiento 1246","Otros","Ausente","1","Aprobada","Nombramiento 1246","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1248","Nombramiento 1248","Otros","Ausente","1","Aprobada","Nombramiento 1248","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1279","Nombramiento 1279","Otros","Ausente","1","Aprobada","Nombramiento 1279","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1286","Nombramiento 1286","Otros","Ausente","1","Aprobada","Nombramiento 1286","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1314","Nombramiento 1314","Otros","Ausente","1","Aprobada","Nombramiento 1314","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1337","Nombramiento 1337","Otros","Ausente","1","Aprobada","Nombramiento 1337","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. de la C.","2896","P. de la C. 2896","Informe","Ausente","1","Aprobada","P. de la C. 2896","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. de la C.","3687","P. de la C. 3687","Informe","Ausente","1","Aprobada","P. de la C. 3687","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. de la C.","3819","P. de la C. 3819","Informe","Ausente","1","Aprobada","P. de la C. 3819","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","91","P. del S. 0091","Conc. Enmiendas","Ausente","1","Aprobada","P. del S. 0091","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","242","P. del S. 0242","Informe","Ausente","1","Derrotada","P. del S. 0242","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2056","P. del S. 2056","Informe","Ausente","1","Aprobada","P. del S. 2056","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-19T00:00:00.000","Nombramiento","1212","Nombramiento 1212","Otros","Ausente","1","Aprobada","Nombramiento 1212","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2089","P. del S. 2089","Informe","Ausente","1","Aprobada","P. del S. 2089","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","Nombramiento","1301","Nombramiento 1301","Otros","A favor","1","Aprobada","Nombramiento 1301","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2283","P. del S. 2283","Informe","Ausente","1","Aprobada","P. del S. 2283","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2353","P. del S. 2353","Informe","Ausente","1","Aprobada","P. del S. 2353","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2405","P. del S. 2405","Segundo Inf.","Ausente","1","Aprobada","P. del S. 2405","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2465","P. del S. 2465","Informe","Ausente","1","Aprobada","P. del S. 2465","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2592","P. del S. 2592","Informe","Ausente","1","Aprobada","P. del S. 2592","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. C. de la C.","1222","R. C. de la C. 1222","Informe","Ausente","1","Aprobada","R. C. de la C. 1222","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. C. de la C.","1456","R. C. de la C. 1456","Informe","Ausente","1","Aprobada","R. C. de la C. 1456","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. C. de la C.","1457","R. C. de la C. 1457","Informe","Ausente","1","Aprobada","R. C. de la C. 1457","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. C. del S.","494","R. C. del S. 0494","Informe","Ausente","1","Aprobada","R. C. del S. 0494","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. C. del S.","922","R. C. del S. 0922","Informe","Ausente","1","Aprobada","R. C. del S. 0922","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. C. del S.","930","R. C. del S. 0930","Conc. Enmiendas","Ausente","1","Aprobada","R. C. del S. 0930","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. del S.","2794","R. del S. 2794","Medida","Ausente","1","Aprobada","R. del S. 2794","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","R. del S.","2795","R. del S. 2795","Medida","Ausente","1","Aprobada","R. del S. 2795","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","P. del S.","2088","P. del S. 2088","Informe","Ausente","1","Aprobada","P. del S. 2088","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3013","P. de la C. 3013","Informe","A favor","1","Aprobada","P. de la C. 3013","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","R. C. del S.","1013","R. C. del S. 1013","Informe","A favor","1","Aprobada","R. C. del S. 1013","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","R. del S.","2390","R. del S. 2390","Informe","A favor","1","Aprobada","R. del S. 2390","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","Nombramiento","1223","Nombramiento 1223","Otros","A favor","1","Aprobada","Nombramiento 1223","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","Nombramiento","1285","Nombramiento 1285","Otros","A favor","1","Aprobada","Nombramiento 1285","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","Nombramiento","1290","Nombramiento 1290","Otros","A favor","1","Aprobada","Nombramiento 1290","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","Nombramiento","1325","Nombramiento 1325","Otros","A favor","1","Aprobada","Nombramiento 1325","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","551","P. de la C. 0551","Informe","A favor","1","Aprobada","P. de la C. 0551","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","803","P. de la C. 0803","Informe","A favor","1","Aprobada","P. de la C. 0803","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","910","P. de la C. 0910","Informe","A favor","1","Aprobada","P. de la C. 0910","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","1606","P. de la C. 1606","Informe","A favor","1","Aprobada","P. de la C. 1606","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","1726","P. de la C. 1726","Informe","A favor","1","Aprobada","P. de la C. 1726","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","1937","P. de la C. 1937","Informe","A favor","1","Aprobada","P. de la C. 1937","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","Nombramiento","1283","Nombramiento 1283","Otros","A favor","1","Aprobada","Nombramiento 1283","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","2717","P. de la C. 2717","Informe","A favor","1","Aprobada","P. de la C. 2717","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-20T00:00:00.000","R. C. del S.","836","R. C. del S. 0836","Informe","A favor","1","Aprobada","R. C. del S. 0836","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3027","P. de la C. 3027","Informe","A favor","1","Aprobada","P. de la C. 3027","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3160","P. de la C. 3160","Informe","A favor","1","Aprobada","P. de la C. 3160","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-23T00:00:00.000","P. de la C.","3443","P. de la C. 3443","Informe","A favor","1","Aprobada","P. de la C. 3443","06-junio","2012","A favor","1","Hon. Alejandro García Padilla"
