"recinto_o_unidad_institucional","a_o_acad_mico","facultad_o_escuela","concentraci_n","especialidad","cip","nivel","nivel_especifico","total_de_estudiantes","total_de_estudiantes_femeninos","total_de_estudiantes_masculinos"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Administración De Programas","Maestría en Administración Pública - Administración De Programas","44.0401","Graduado","Maestría","11","9","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Consejería En Rehabilitación","Maestría en Consejería y Rehabilitación ","51.231","Graduado","Maestría","48","37","11"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Economía - Cs Sociales","Maestría en Artes en Ciencias Sociales - Economía - Cs Sociales","45.0601","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Programa General - Adm Publica","Maestría en Administración Pública - Programa General","44.0401","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Psicología Acad E Investigativa","Maestría en Artes en Ciencias Sociales - Psicología Acad E Investigativa","42.1701","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Psicología Indust Organizacional","Maestría en Artes - Psicología Indust Organizacional","42.0901","Graduado","Maestría","4","4","0"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Psicología Social Comunitaria","Maestría en Artes - Psicología Social Comunitaria","42.0401","Graduado","Maestría","2","0","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Sociología","Maestría en Artes - Sociología","45.1101","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2009-2010","Ciencias Sociales","Trabajo Social","Maestría en Trabajo Social","44.0701","Graduado","Maestría","38","29","9"
"Recinto de Rio Piedras","2009-2010","Ciencias Y Tecnología De La Información","Administ Documentos Y Archivos","Cert. Post-Bach en Ciencias Y Tecnología De La Información - Administ Documentos Y Archivos","54.0105","Graduado","Cert. Post-Bach","4","3","1"
"Recinto de Rio Piedras","2009-2010","Ciencias Y Tecnología De La Información","Maestro Bibliotecario","Cert. Post-Bach en Ciencias Y Tecnología De La Información - Maestro Bibliotecario","25.0101","Graduado","Cert. Post-Bach","2","1","1"
"Recinto de Rio Piedras","2009-2010","Ciencias Y Tecnología De La Información","Admin Bibl Academ,Publ Y Espec","Cert. Post-Maestría en Ciencias Y Tecnología De La Información - Admin Bibl Academ,Publ Y Espec","11.01","Graduado","Cert. Post-Maestría","3","1","2"
"Recinto de Rio Piedras","2009-2010","Ciencias Y Tecnología De La Información","Ciencias De La Información","Maestría en Ciencias de la Información","11.0401","Graduado","Maestría","20","18","2"
"UPR en Aguadilla","2011-2012","Educación","Educación Elemental-Agu","N/A","13.1202","Subgraduado","Bachillerato","36","33","3"
"Recinto de Rio Piedras","2009-2010","Comunicación","Comunicación Audiovisual","Bachillerato en Artes en Comunicación - Comunicación Audiovisual","9.0702","Subgraduado","Bachillerato","37","19","18"
"Recinto de Rio Piedras","2009-2010","Comunicación","Comunicación Publica","Bachillerato en Artes en Comunicación - Comunicación Publica","9.0102","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2009-2010","Comunicación","Información Y Periodismo","Bachillerato en Artes en Comunicación - Información Y Periodismo","9.0401","Subgraduado","Bachillerato","36","31","5"
"Recinto de Rio Piedras","2009-2010","Comunicación","Relaciones Publica Y Publicidad","Bachillerato en Artes en Comunicación - Relaciones Publica Y Publicidad","9.0902","Subgraduado","Bachillerato","51","41","10"
"Recinto de Rio Piedras","2009-2010","Comunicación","Comunicación Publica","Maestría en Artes en Comunicación - Comunicación Publica","9.0102","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2009-2010","Comunicación","Periodismo","Maestría en Artes en Comunicación - Periodismo","9.0401","Graduado","Maestría","3","3","0"
"Recinto de Rio Piedras","2009-2010","Comunicación","Teoría E Investigación","Maestría en Artes en Comunicación - Teoría E Investigación","9.0101","Graduado","Maestría","6","5","1"
"Recinto de Rio Piedras","2009-2010","Derecho","Derecho","Maestría en Derecho","22.0101","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2009-2010","Derecho","Derecho","Juris Doctor","22.0101","Graduado","Primer Nivel Profesional","185","102","83"
"Recinto de Rio Piedras","2009-2010","Educación","4to - 6to Grado - Educ Elemental","Bachillerato en Artes en Educación Elemental  - 4to - 6to Grado - Educ Elemental","13.1202","Subgraduado","Bachillerato","38","33","5"
"Recinto de Rio Piedras","2009-2010","Educación","Arte - Educación","Bachillerato en Artes en Educación Secundaria  - Arte - Educación","13.1205","Subgraduado","Bachillerato","13","11","2"
"Recinto de Rio Piedras","2009-2010","Educación","Artes Industriales","Bachillerato en Artes en Educación Secundaria - Artes Industriales","13.1205","Subgraduado","Bachillerato","3","1","2"
"Recinto de Rio Piedras","2009-2010","Educación","Biología - Educación","Bachillerato en Artes en Educación Secundaria - Biología - Educación","13.1205","Subgraduado","Bachillerato","10","7","3"
"Recinto de Rio Piedras","2009-2010","Educación","Ciencias Naturales - Educación","Bachillerato en Artes en Educación Secundaria - Ciencias Naturales - Educación","13.1205","Subgraduado","Bachillerato","12","7","5"
"Recinto de Rio Piedras","2009-2010","Educación","Ecología Familiar Y Nutrición","Bachillerato en Artes en Educación Secundaria - Ecología Familiar Y Nutrición","13.1205","Subgraduado","Bachillerato","8","8","0"
"Recinto de Rio Piedras","2009-2010","Educación","Educ Comercial - Prog General","Bachillerato en Artes en Educación Secundaria - Educ Comercial - Prog General","13.1205","Subgraduado","Bachillerato","3","2","1"
"Recinto de Rio Piedras","2009-2010","Educación","Educac Comerc Prog Secretarial","Bachillerato en Artes en Educación Secundaria - Educac Comerc Prog Secretarial","13.1205","Subgraduado","Bachillerato","7","7","0"
"Recinto de Rio Piedras","2009-2010","Educación","Educac Vocacional Industrial","Bachillerato en Artes en Educación Secundaria - Educac Vocacional Industrial","13.1205","Subgraduado","Bachillerato","11","2","9"
"Recinto de Rio Piedras","2009-2010","Educación","Educación Especial","Bachillerato en Artes en Educación Elemental  - Educación Especial","13.1202","Subgraduado","Bachillerato","41","41","0"
"Recinto de Rio Piedras","2009-2010","Educación","Educación Física","Bachillerato en Artes en Educación Secundaria - Educación Física","13.1205","Subgraduado","Bachillerato","41","5","36"
"Recinto de Rio Piedras","2009-2010","Educación","Educación Preescolar","Bachillerato en Artes en Ecología Familiar - Educación Preescolar","19.0708","Subgraduado","Bachillerato","30","30","0"
"Recinto de Rio Piedras","2009-2010","Educación","Enseñanza Ingl Hisp Parlantes","Bachillerato en Artes en Educación Elemental  - Enseñanza Ingl Hisp Parlantes","13.1202","Subgraduado","Bachillerato","12","10","2"
"Recinto de Rio Piedras","2009-2010","Educación","Enseñanza Ingl Hispanoparlante","Bachillerato en Artes en Educación Secundaria - Enseñanza Ingl Hispanoparlante","13.1205","Subgraduado","Bachillerato","23","17","6"
"Recinto de Rio Piedras","2009-2010","Educación","Español - Educación","Bachillerato en Artes en Educación Secundaria - Español - Educación","13.1205","Subgraduado","Bachillerato","24","20","4"
"Recinto de Rio Piedras","2009-2010","Educación","Estudios Sociales - Educación","Bachillerato en Artes en Educación Secundaria - Estudios Sociales - Educación","13.1205","Subgraduado","Bachillerato","11","8","3"
"Recinto de Rio Piedras","2009-2010","Educación","Extensión Agrícola","Bachillerato en Ciencias en Ecología Familiar - Extensión Agrícola","19.0101","Subgraduado","Bachillerato","5","5","0"
"Recinto de Rio Piedras","2009-2010","Educación","Física - Educación","Bachillerato en Artes en Educación Secundaria - Física - Educación","13.1205","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2009-2010","Educación","Historia - Educación","Bachillerato en Artes en Educación Secundaria - Historia - Educación","13.1205","Subgraduado","Bachillerato","34","18","16"
"Recinto de Rio Piedras","2009-2010","Educación","K - 3er Grado","Bachillerato en Artes en Educación Elemental  - K - 3er Grado","13.1202","Subgraduado","Bachillerato","36","36","0"
"Recinto de Rio Piedras","2009-2010","Educación","Matemáticas - Educación","Bachillerato en Artes en Educación Secundaria - Matemáticas - Educación","13.1205","Subgraduado","Bachillerato","15","10","5"
"Recinto de Rio Piedras","2009-2010","Educación","Música - Educación","Bachillerato en Artes en Educación Secundaria - Música - Educación","13.1205","Subgraduado","Bachillerato","16","3","13"
"Recinto de Rio Piedras","2009-2010","Educación","Nutrición Y Dietética","Bachillerato en Ciencias en Ecología Familiar - Nutrición Y Dietética","19.0501","Subgraduado","Bachillerato","36","33","3"
"Recinto de Rio Piedras","2009-2010","Educación","Química - Educación","Bachillerato en Artes en Educación Secundaria - Química - Educación","13.1205","Subgraduado","Bachillerato","8","7","1"
"Recinto de Rio Piedras","2009-2010","Educación","Recreación","Bachillerato en Artes en Educación Secundaria - Recreación","13.1205","Subgraduado","Bachillerato","4","3","1"
"Recinto de Rio Piedras","2009-2010","Educación","Teatro - Educación","Bachillerato en Artes en Educación Secundaria - Teatro - Educación","13.1205","Subgraduado","Bachillerato","20","17","3"
"Recinto de Rio Piedras","2009-2010","Educación","Administración Y Supervisión","Doctorado en Educación - Administración Y Supervisión","13.0401","Graduado","Doctorado","6","4","2"
"Recinto de Rio Piedras","2009-2010","Educación","Currículo Y Enseñanza","Doctorado en Educación - Currículo Y Enseñanza","13.0301","Graduado","Doctorado","9","6","3"
"Recinto de Rio Piedras","2009-2010","Educación","Orientación Y Consejería","Doctorado en Educación - Orientación Y Consejería","13.1101","Graduado","Doctorado","1","1","0"
"Recinto de Rio Piedras","2009-2010","Educación","Administ Y Supervisión Escolar","Maestría en Educación - Administ Y Supervisión Escolar","13.0401","Graduado","Maestría","3","3","0"
"Recinto de Rio Piedras","2009-2010","Educación","Curric Y Enseñanza - Biología","Maestría en Educación - Curric Y Enseñanza - Biología","13.0301","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2009-2010","Educación","Curric Y Enseñanza - Historia","Maestría en Educación - Curric Y Enseñanza - Historia","13.0301","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2009-2010","Educación","Curric Y Enseñanza - Matemáticas","Maestría en Educación - Curric Y Enseñanza - Matemáticas","13.0301","Graduado","Maestría","1","0","1"
"Recinto de Rio Piedras","2009-2010","Educación","Curric Y Enseñanza - Química","Maestría en Educación - Curric Y Enseñanza - Química","13.0301","Graduado","Maestría","1","1","0"
"Recinto de Rio Piedras","2009-2010","Educación","Educ Del Nino - Ens De Lectura","Maestría en Educación - Educ Del Nino - Ens De Lectura","13.121","Graduado","Maestría","2","2","0"
"Recinto de Rio Piedras","2009-2010","Educación","Educ Del Nino - Niv Pre- Escolar","Maestría en Educación - Educ Del Nino - Niv Pre- Escolar","13.121","Graduado","Maestría","3","3","0"
"Recinto de Rio Piedras","2009-2010","Educación","Educación Especial","Maestría en Educación - Educación Especial","13.1001","Graduado","Maestría","3","3","0"
"Recinto de Rio Piedras","2009-2010","Educación","Enseñanza Ingl - Segundo Idioma","Maestría en Educación - Enseñanza Ingl - Segundo Idioma","13.1401","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2009-2010","Educación","Fisiología Del Ejercicio","Maestría en Educación - Fisiología Del Ejercicio","26.0908","Graduado","Maestría","2","1","1"
"Recinto de Rio Piedras","2009-2010","Educación","Investig Y Evaluac Pedagógica","Maestría en Educación - Investig Y Evaluac Pedagógica","13.0601","Graduado","Maestría","3","2","1"
"Recinto de Rio Piedras","2009-2010","Educación","Orientación Y Consejería","Maestría en Educación - Orientación Y Consejería","13.1101","Graduado","Maestría","5","5","0"
"Recinto de Rio Piedras","2009-2010","Estudios Generales","Educ General - Est Generales","Bachillerato en Artes en Estudios Generales","24.0102","Subgraduado","Bachillerato","15","10","5"
"Recinto de Rio Piedras","2009-2010","Humanidades","Artes Plásticas-Dibujo","Bachillerato en Artes en Humanidades - Artes Plásticas-Dibujo","50.0705","Subgraduado","Bachillerato","5","3","2"
"Recinto de Rio Piedras","2009-2010","Humanidades","Artes Plásticas-Escultura","Bachillerato en Artes en Humanidades - Artes Plásticas-Escultura","50.0709","Subgraduado","Bachillerato","1","0","1"
"Recinto de Rio Piedras","2009-2010","Humanidades","Artes Plasticas-Fotografia","Bachillerato en Artes en Humanidades - Artes Plasticas-Fotografia","50.0605","Subgraduado","Bachillerato","9","5","4"
"Recinto de Rio Piedras","2009-2010","Humanidades","Artes Plásticas-General","Bachillerato en Artes en Humanidades - Artes Plásticas-General","50.0701","Subgraduado","Bachillerato","1","0","1"
"Recinto de Rio Piedras","2009-2010","Humanidades","Artes Plásticas-Pintura","Bachillerato en Artes en Humanidades - Artes Plásticas-Pintura","50.0705","Subgraduado","Bachillerato","1","1","0"
"Recinto de Rio Piedras","2009-2010","Humanidades","Artes Plásticas-Pintura","Bachillerato en Artes en Humanidades - Artes Plásticas-Pintura","50.0705","Subgraduado","Bachillerato","7","4","3"
