"programa","fecha_emision","municipio","familias","participantes","beneficios","beneficio_promedio","femenino","masculino","otros","edad_0_4","edad_5_13","edad_14_17","edad_18_24","edad_25_44","edad_45_64","edad_65","incapacitados","deambulantes","estudiantes"
"TANF","201401","SALINAS","714","1575","114819","160.81","440","274","0","86","150","49","49","136","122","122","145","0","8"
"TANF","201401","AGUADA","674","1221","85150","126.34","402","272","0","43","102","19","26","142","168","174","224","0","79"
"TANF","201401","GUAYAMA","1285","2930","201256","156.62","797","488","0","157","279","75","92","264","258","160","323","0","50"
"TANF","201401","BAYAMON","2401","4551","310829","129.46","1498","903","0","258","371","122","123","410","524","593","607","9","434"
"TANF","201401","CIALES","482","884","67653","140.36","274","208","0","45","69","14","39","98","106","111","153","0","58"
"TANF","201401","TRUJILLO ALTO","1025","1945","135373","132.07","612","413","0","83","160","42","47","199","260","234","315","5","147"
"TANF","201401","RIO PIEDRAS 4","1155","2368","162396","140.6","713","442","0","95","217","55","46","222","309","211","349","9","240"
"TANF","201401","ARECIBO","2321","4428","318082","137.05","1474","847","0","215","376","119","140","422","556","493","633","10","417"
"TANF","201401","SAN LORENZO","902","1393","100352","111.25","551","351","0","37","113","37","41","176","313","185","372","3","121"
"TANF","201401","HUMACAO","1409","3193","227831","161.7","877","532","0","196","306","95","98","277","243","194","279","5","272"
"TANF","201401","SABANA GRANDE","551","1087","73548","133.48","321","230","0","51","91","21","56","122","118","92","192","2","114"
"TANF","201401","SAN GERMÁN","685","1102","75909","110.82","416","269","0","22","88","22","27","114","208","204","241","1","99"
"TANF","201401","LOIZA","663","1335","88169","132.98","411","252","0","70","125","23","48","111","133","153","169","1","130"
"TANF","201402","RIO PIEDRAS 4","1110","2289","157621","142","683","427","0","90","215","52","43","204","291","215","319","9","237"
"TANF","201402","ARECIBO","2316","4465","321005","138.6","1481","835","0","212","392","113","144","418","540","497","617","9","424"
"TANF","201402","CAGUAS","1872","3181","219330","117.16","1152","720","0","134","239","56","76","332","558","477","666","22","119"
"TANF","201402","QUEBRADILLAS","546","1110","78092","143.03","344","202","0","58","109","22","35","115","122","85","128","1","95"
"TANF","201402","CAYEY","898","1663","117476","130.82","556","342","0","78","142","39","54","158","245","182","293","0","14"
"TANF","201402","MOCA","788","1316","96385","122.32","446","342","0","60","89","22","36","182","255","144","338","0","90"
"TANF","201402","RIO PIEDRAS","1028","1707","126594","123.15","622","406","0","68","153","29","28","166","272","312","283","51","168"
"PAN","201402","VEGA ALTA","16042","45921","5149833","321.02","9077","6960","5","1402","2602","1136","1901","3698","3168","2134","1415","10","3861"
"PAN","201402","RIO GRANDE","19686","55236","6100059","309.87","11292","8388","6","1618","3028","1341","2242","4273","3963","3221","1788","11","2815"
"PAN","201402","COAMO","16123","46074","5093353","315.91","8931","7181","11","1301","2361","1124","1940","3675","3417","2304","1467","4","2594"
"PAN","201402","SAN JUAN","54059","149280","16954717","313.63","32933","21116","10","5482","9724","3947","6125","11179","9976","7626","3411","732","12680"
"PAN","201402","OROCOVIS","12782","38069","4197617","328.4","6628","6151","3","978","1719","906","1649","2944","2961","1624","1511","3","2540"
"PAN","201402","CATAÑO","11270","32465","3670351","325.67","6655","4615","0","1091","1975","820","1400","2512","2149","1323","1032","73","2449"
"PAN","201402","GURABO","11523","31765","3510202","304.63","6523","4999","1","902","1687","699","1189","2545","2554","1947","1133","4","1811"
"TANF","201402","SAN SEBASTÍAN","980","1830","141745","144.64","605","375","0","90","131","38","56","182","253","230","299","1","164"
"PAN","201402","JUANA DIAZ","19201","57497","6304648","328.35","10751","8445","5","1624","2765","1305","2427","4197","4130","2752","1333","5","3447"
"PAN","201402","RIO PIEDRAS","13752","32747","3779232","274.81","8109","5643","0","1118","2051","786","1347","2861","3003","2586","987","420","3268"
"TANF","201402","LUQUILLO","412","852","60385","146.57","250","162","0","49","72","18","21","85","80","87","88","1","45"
"PAN","201402","NAGUABO","11572","32228","3617672","312.62","6518","5053","1","932","1822","722","1318","2821","2306","1651","1273","46","2521"
"TANF","201304","YABUCOA","1332","2576","189655","142.38","862","469","1","178","198","49","109","263","326","209","373","1","187"
"TANF","201304","LAJAS","463","807","54977","118.74","265","198","0","33","54","23","24","97","122","110","164","0","83"
"TANF","201304","JUNCOS","983","1969","137420","139.8","601","382","0","95","173","41","50","217","245","162","293","3","119"
"TANF","201304","CEIBA","406","978","75630","186.28","268","138","0","59","95","33","23","104","59","33","78","0","74"
"TANF","201304","AGUADA","688","1226","86115","125.17","405","283","0","55","88","15","34","140","187","169","233","0","63"
"TANF","201304","GUÁNICA","383","707","47535","124.11","244","139","0","35","57","24","16","81","76","94","104","0","68"
"TANF","201304","CABO ROJO","556","899","61666","110.91","323","233","0","26","55","24","19","92","176","164","200","1","80"
"PAN","201305","GUAYANILLA","10463","31241","3584501","342.59","5769","4691","3","880","1608","696","1181","2602","2161","1335","687","4","2494"
"PAN","201305","SAN LORENZO","15609","41952","4751909","304.43","8627","6981","1","1105","2050","955","1623","3374","3947","2555","1932","5","2919"
"PAN","201305","MAYAGÜEZ","31531","86075","9926449","314.82","18141","13383","7","2766","4574","1902","3482","6861","6475","5470","1873","184","6567"
"PAN","201305","CAGUAS","44265","120623","13724019","310.04","26042","18199","24","3788","6982","3060","4771","9665","8625","7372","3927","158","6725"
"PAN","201305","HUMACAO","21762","57986","6667791","306.4","12604","9149","9","2086","3196","1351","2547","4908","4542","3132","2519","41","4185"
"PAN","201305","MANATI","19014","51300","5910554","310.85","10835","8174","5","1527","3018","1239","2155","4206","3848","3021","1821","24","3602"
"PAN","201305","TRUJILLO ALTO","18237","50255","5736623","314.56","10660","7573","4","1772","3055","1218","1877","3883","3460","2970","1612","79","4096"
"PAN","201305","GUÁNICA","8800","25454","2907035","330.34","4850","3948","2","708","1164","585","963","1926","1927","1527","643","4","1795"
"PAN","201305","LAJAS","11339","32990","3762654","331.83","6253","5082","4","897","1558","767","1302","2655","2343","1817","983","8","2730"
"PAN","201305","AGUADA","17110","49618","5621646","328.56","9364","7744","2","1246","2317","1122","1966","4070","4069","2320","1430","2","2892"
"PAN","201305","ADJUNTAS","9296","29184","3348551","360.21","4996","4300","0","736","1383","628","1147","2211","1987","1204","618","3","2278"
"PAN","201306","BAYAMON","55097","152784","17292850","313.86","33072","22020","5","5096","9420","3917","5901","11612","10217","8934","4523","79","13686"
"PAN","201306","COAMO","16383","47766","5378126","328.27","9103","7269","11","1386","2459","1144","2007","3703","3403","2281","1494","4","2751"
"PAN","201306","COMERIO","11317","30225","3513567","310.47","6109","5206","2","948","1661","773","1356","2721","2444","1414","1295","7","2332"
"PAN","201306","AIBONITO","11249","30386","3447938","306.51","6172","5076","1","977","1561","679","1377","2490","2501","1664","1471","6","2546"
"PAN","201306","GUÁNICA","8786","25377","2870243","326.68","4843","3941","2","698","1176","578","954","1927","1930","1523","648","4","1801"
"PAN","201306","OROCOVIS","13093","39558","4455577","340.3","6764","6326","3","1015","1830","918","1731","3035","2959","1605","1567","3","2667"
"PAN","201306","MOCA","18310","51996","5887259","321.53","9867","8442","1","1441","2674","1148","2060","4518","3999","2470","1807","4","3917"
"PAN","201306","CAROLINA","42876","119670","13566951","316.42","26090","16770","16","4289","7505","3075","4928","8995","7548","6536","3001","109","10646"
"PAN","201306","DORADO","11480","32295","3636538","316.77","6631","4844","5","1038","1863","792","1280","2498","2309","1700","997","4","2518"
"PAN","201306","BARRANQUITAS","17466","50446","5803929","332.3","9463","8000","3","1631","2573","1244","2388","4166","3615","1849","1782","2","3647"
"PAN","201306","CEIBA","5166","14359","1607098","311.09","2952","2214","0","464","792","328","626","1187","982","787","396","0","616"
"PAN","201306","RINCÓN","5979","16061","1812882","303.21","3251","2727","1","416","838","385","604","1382","1364","990","466","5","743"
"PAN","201210","VILLALBA","12685","38920","3906603","307.97","6886","5795","4","1044","1831","912","1641","2868","2651","1738","757","3","2677"
"PAN","201210","GUAYNABO","13837","38121","3879479","280.37","8259","5577","1","1215","2480","986","1524","3044","2694","1894","987","35","2703"
"TANF","201301","SAN GERMÁN","737","1212","83328","113.06","437","300","0","33","108","22","29","132","218","195","249","2","122"
"TANF","201302","OROCOVIS","742","1343","100921","136.01","409","333","0","53","113","26","37","141","201","171","251","0","90"
"TANF","201302","PEÑUELAS","683","1407","99141","145.16","413","270","0","65","105","37","54","152","183","87","254","0","142"
"TANF","201305","RIO GRANDE","1130","2448","171668","151.92","742","388","0","108","228","78","70","238","183","225","242","0","152"
"TANF","201305","CAYEY","913","1636","115895","126.94","556","357","0","68","146","43","49","173","253","181","312","0","22"
"TANF","201305","PEÑUELAS","694","1417","100773","145.21","410","284","0","58","113","38","49","154","192","90","270","1","143"
"TANF","201305","CABO ROJO","559","902","61650","110.29","321","238","0","24","57","25","22","94","173","164","204","0","85"
"TANF","201305","OROCOVIS","735","1369","102034","138.82","407","328","0","57","105","32","39","142","192","168","245","0","91"
"TANF","201305","AÑASCO","504","915","64917","128.8","314","190","0","43","79","25","23","112","126","96","172","0","106"
"TANF","201305","RIO PIEDRAS 4","1209","2552","173498","143.51","758","451","0","116","251","63","61","242","286","190","334","5","253"
"TANF","201305","RINCÓN","303","559","39370","129.93","180","123","0","15","51","11","8","63","78","77","87","0","22"
"TANF","201305","SAN LORENZO","898","1434","102998","114.7","556","342","0","44","112","37","40","191","294","180","374","2","115"
"TANF","201305","COMERIO","614","1051","78585","127.99","357","257","0","54","68","21","37","124","190","120","224","0","55"
"TANF","201305","BARCELONETA","629","1297","92174","146.54","382","247","0","80","109","37","50","112","113","128","134","0","90"
"TANF","201305","SANTA ISABEL","603","1200","85331","141.51","368","235","0","90","98","32","52","119","128","84","164","1","15"
"PAN","201210","AGUADA","17374","50963","5112492","294.26","9506","7865","3","1300","2385","1205","1995","4169","4083","2236","1459","3","3022"
"TANF","201306","PONCE","3769","7125","482309","127.97","2281","1488","0","356","567","130","204","685","1003","824","1221","25","523"
"TANF","201306","CAROLINA","2113","4526","311857","147.59","1383","730","0","241","452","112","121","445","381","361","456","7","429"
"TANF","201306","RIO PIEDRAS 3","1680","3574","254373","151.41","1095","585","0","253","329","76","116","339","340","227","406","12","358"
"TANF","201306","MAYAGÜEZ","1866","3816","260602","139.66","1207","659","0","206","345","79","106","316","350","464","390","14","337"
"TANF","201306","GUÁNICA","394","714","48256","122.48","249","145","0","31","58","25","17","82","84","97","114","0","67"
"TANF","201306","LAS PIEDRAS","1133","2258","168369","148.6","720","413","0","129","227","51","75","267","244","140","319","1","178"
"TANF","201306","NARANJITO","693","1231","88708","128.01","409","284","0","47","87","26","27","152","222","132","263","0","69"
"TANF","201306","ISABELA","1045","1927","138611","132.64","610","435","0","66","155","42","45","204","273","260","316","1","146"
"TANF","201306","MOCA","809","1342","98169","121.35","459","350","0","43","99","26","33","193","277","138","369","0","93"
"TANF","201306","BARCELONETA","642","1329","94836","147.72","393","249","0","82","112","40","51","114","116","127","135","0","97"
"TANF","201306","GUAYAMA","1338","2983","204405","152.77","829","509","0","184","279","81","109","282","250","153","330","0","54"
"TANF","201306","SAN SEBASTÍAN","1010","1875","142923","141.51","609","401","0","91","146","44","65","191","245","228","304","1","186"
"TANF","201306","NAGUABO","891","1886","131092","147.13","579","312","0","127","165","52","72","187","182","106","240","5","176"
"TANF","201306","SANTA ISABEL","607","1205","86513","142.53","375","232","0","94","97","33","55","119","128","81","163","1","14"
"TANF","201306","ADJUNTAS","380","660","48237","126.94","214","166","0","21","44","13","12","78","124","88","149","0","52"
"PAN","201210","MOCA","18779","53775","5426077","288.94","10116","8660","3","1450","2843","1238","2078","4683","4058","2429","1827","3","4148"
"PAN","201210","RINCÓN","6072","16416","1659117","273.24","3306","2766","0","452","883","368","641","1414","1334","980","477","2","806"
"PAN","201210","GUÁNICA","8859","26029","2611026","294.73","4873","3983","3","704","1211","591","1003","1920","1964","1466","635","3","1839"
"PAN","201210","CATAÑO","11385","32943","3399797","298.62","6717","4665","3","1138","2116","848","1384","2468","2116","1315","1078","54","2453"
"TANF","201211","TOA BAJA","1388","2799","197352","142.18","871","517","0","143","238","74","80","268","320","265","422","1","283"
"TANF","201211","BARCELONETA","693","1498","108511","156.58","434","259","0","97","134","43","57","120","114","128","132","0","129"
"TANF","201211","HATILLO","874","1710","131552","150.52","526","348","0","77","158","35","64","174","201","165","248","0","188"
"TANF","201211","YABUCOA","1416","2798","209347","147.84","905","510","1","178","231","54","115","287","352","199","395","1","214"
"TANF","201303","NARANJITO","706","1303","94148","133.35","422","284","0","49","97","28","32","155","217","128","262","0","80"
"TANF","201303","CAGUAS","1976","3524","241538","122.24","1211","765","0","135","292","80","82","360","575","452","681","15","164"
"TANF","201303","MAUNABO","384","742","54716","142.49","236","148","0","53","60","19","36","74","81","61","103","0","22"
"TANF","201303","GUAYAMA","1338","2968","206281","154.17","827","511","0","190","277","88","113","278","242","150","328","0","63"
"TANF","201302","ARECIBO","2256","4290","309264","137.09","1424","832","0","201","367","119","136","417","538","478","616","11","423"
"TANF","201302","MANATI","1326","2763","199780","150.66","853","473","0","145","280","65","96","246","256","238","275","0","257"
"TANF","201302","NAGUABO","922","1950","137654","149.3","591","331","0","129","175","55","74","195","188","106","246","5","193"
"TANF","201303","FLORIDA","421","865","63304","150.37","269","152","0","47","90","23","30","82","98","51","94","0","97"
"TANF","201303","VIEQUES","329","677","46922","142.62","205","124","0","41","74","13","24","65","55","57","72","1","51"
"TANF","201302","UTUADO","690","1263","90868","131.69","397","293","0","53","101","17","31","125","193","170","223","3","98"
"TANF","201302","RIO PIEDRAS 4","1245","2675","184446","148.15","782","463","0","122","269","65","60","256","284","189","331","6","274"
"TANF","201302","AÑASCO","490","918","63026","128.62","305","185","0","34","78","29","22","103","130","94","171","0","109"
"TANF","201303","MARICAO","152","332","25276","166.29","95","57","0","18","33","6","6","40","21","28","33","0","22"
"PAN","201303","VEGA BAJA","23281","65574","6732833","289.2","13241","10036","4","1827","3766","1638","2648","5164","4597","3641","2118","8","5044"
"PAN","201303","COMERIO","11308","30414","3187465","281.88","6116","5189","3","941","1680","778","1386","2698","2414","1411","1274","8","2384"
"PAN","201303","SAN JUAN","54618","153781","16091699","294.62","33235","21375","8","5702","10086","4059","6171","11153","9964","7483","3490","677","13116"
"PAN","201303","SAN SEBASTÍAN","20082","55028","5716053","284.64","11084","8994","4","1594","2772","1283","2116","4438","4466","3412","1765","7","4127"
"PAN","201303","CIALES","10252","29782","3043501","296.87","5567","4681","4","902","1486","623","1269","2307","2282","1383","1282","1","1685"
"PAN","201303","CEIBA","5101","14283","1444096","283.1","2917","2184","0","473","770","326","623","1173","964","772","392","0","605"
"PAN","201303","RIO GRANDE","20143","57491","5849577","290.4","11547","8591","5","1751","3171","1424","2275","4413","3963","3146","1811","9","3103"
"PAN","201303","MOROVIS","14684","44198","4501307","306.55","7957","6726","1","1229","2268","1090","1793","3384","3105","1815","1649","5","3566"
"PAN","201303","LOIZA","11731","35483","3681819","313.85","6811","4918","2","1136","1909","859","1550","2628","2332","1317","706","17","2936"
"PAN","201303","GUAYNABO","13285","36467","3752906","282.49","7941","5343","1","1153","2329","938","1481","2894","2604","1886","957","35","2689"
"PAN","201304","SAN JUAN","54848","154246","16129911","294.08","33365","21475","8","5743","10104","4052","6242","11200","9998","7509","3521","683","13129"
"PAN","201304","AGUAS BUENAS","10999","30206","3103829","282.19","6282","4717","0","971","1779","750","1156","2341","2299","1703","1186","11","2679"
"PAN","201304","CANOVANAS","18764","54739","5569618","296.82","10801","7950","13","1728","3025","1359","2160","4008","3821","2658","1529","13","4551"
"PAN","201304","BARRANQUITAS","17466","50548","5261680","301.25","9447","8017","2","1649","2540","1260","2394","4164","3609","1850","1783","2","3627"
"PAN","201304","RIO PIEDRAS","13332","32182","3422783","256.73","7933","5399","0","1152","2004","779","1292","2720","2873","2512","962","420","3210"
"PAN","201304","SABANA GRANDE","9753","29142","2922357","299.64","5327","4426","0","837","1366","679","1167","2292","1953","1459","855","9","2327"
"PAN","201304","TOA BAJA","25448","71076","7214384","283.5","15050","10396","2","2271","4366","1800","2852","5593","4868","3697","2102","22","6577"
"PAN","201304","GUAYAMA","16776","47564","4826984","287.73","9428","7345","3","1540","2641","1171","1898","3971","3317","2238","1653","10","930"
"PAN","201304","GUAYANILLA","10350","30768","3157760","305.1","5711","4636","3","888","1592","688","1155","2560","2139","1328","675","4","2450"
"PAN","201304","RINCÓN","5956","16000","1635004","274.51","3243","2713","0","406","854","375","612","1379","1344","986","470","3","753"
"PAN","201304","MARICAO","2741","8557","872705","318.39","1397","1344","0","236","399","185","295","753","575","298","204","0","468"
"TANF","201304","QUEBRADILLAS","562","1215","84127","149.69","344","218","0","59","121","25","36","113","128","80","133","0","120"
"TANF","201304","ARECIBO","2310","4418","315888","136.75","1454","856","0","211","362","129","143","414","566","485","638","9","422"
"TANF","201304","CAGUAS","1942","3473","238975","123.06","1191","751","0","129","291","80","75","356","555","456","660","13","165"
"TANF","201304","RIO GRANDE","1118","2410","168719","150.91","737","381","0","106","221","78","68","235","188","222","243","0","149"
"TANF","201304","FAJARDO","1018","2355","169227","166.23","676","342","0","182","222","46","100","196","146","126","178","0","102"
"TANF","201304","CASTAÑER","71","135","9526","134.17","47","24","0","7","11","1","6","7","13","26","10","0","6"
"TANF","201304","MOCA","822","1389","103378","125.76","471","351","0","53","98","27","37","191","277","139","368","0","98"
"TANF","201304","SAN LORENZO","903","1440","103391","114.5","566","337","0","44","113","37","41","191","293","184","375","1","115"
"TANF","201312","RINCÓN","286","537","37624","131.55","169","117","0","16","49","10","7","53","77","74","77","0","16"
"TANF","201312","GUAYANILLA","466","767","54649","117.27","283","183","0","23","60","20","14","84","126","139","155","0","79"
"PAN","201312","BARRANQUITAS","17322","49854","5751359","332.03","9390","7929","3","1565","2521","1212","2317","4149","3691","1867","1763","2","3548"
"PAN","201312","MAUNABO","5572","15173","1717602","308.26","2984","2585","3","443","708","303","699","1244","1318","857","656","0","487"
"PAN","201312","CASTAÑER","1918","5750","672730","350.75","975","942","1","112","234","109","195","414","495","359","117","0","284"
"PAN","201401","SALINAS","12874","35257","3839595","298.24","7198","5675","1","1049","1871","866","1534","2873","2646","2035","1113","5","559"
"PAN","201401","PONCE","70077","203306","22561146","321.95","40159","29905","13","6293","11088","4809","8317","15953","13880","9734","5311","249","16039"
"PAN","201401","TOA ALTA","21217","61059","6689360","315.28","12073","9138","6","1814","3385","1603","2392","4787","4406","2827","1959","9","4984"
"PAN","201401","HATILLO","16684","43948","4890141","293.1","9177","7504","3","1303","2254","1023","1805","3998","3630","2670","1390","5","3545"
"PAN","201401","SAN JUAN","53795","148556","16691980","310.29","32729","21056","10","5467","9687","3929","6037","11176","9926","7573","3421","730","12623"
"PAN","201401","ARECIBO","40914","104910","11874620","290.23","22870","18035","9","3029","5547","2581","4820","9488","8690","6757","4094","116","7963"
"PAN","201401","CIDRA","15787","43095","4681412","296.54","8916","6866","5","1406","2287","1034","1813","3631","3362","2254","1945","6","3404"
"PAN","201401","GUAYNABO","12840","34733","3841931","299.22","7716","5122","2","1092","2243","849","1390","2806","2589","1871","938","42","2619"
"PAN","201401","BAYAMON","54741","151359","16567821","302.66","32873","21855","13","4880","9186","3983","5796","11601","10261","9034","4440","85","13419"
"PAN","201401","COROZAL","17442","49520","5438442","311.8","9470","7967","5","1420","2494","1117","1986","3858","3989","2577","2345","0","2921"
"PAN","201401","LAJAS","11187","32197","3537711","316.23","6168","5016","3","831","1530","761","1235","2588","2371","1871","976","10","2646"
"PAN","201401","BARCELONETA","11510","30683","3415642","296.75","6501","5007","2","902","1719","752","1355","2656","2262","1864","1033","3","2096"
"PAN","201401","ARROYO","8385","23490","2567863","306.24","4723","3659","3","740","1255","525","1030","1993","1698","1144","728","11","433"
"PAN","201401","VIEQUES","3995","11286","1260842","315.61","2209","1785","1","451","644","245","473","888","792","502","301","2","724"
"TANF","201401","GUÁNICA","362","598","39027","107.81","227","135","0","21","51","20","20","72","80","98","107","0","61"
"TANF","201401","PONCE","3580","6415","434486","121.36","2159","1421","0","288","489","114","168","647","1015","859","1220","27","461"
"TANF","201401","AGUADILLA","1808","3353","237116","131.15","1093","715","0","182","267","51","113","345","488","362","589","4","189"
"TANF","201401","YABUCOA","1223","2295","168548","137.82","781","442","0","159","176","44","101","250","280","213","337","0","186"
"TANF","201401","ARROYO","655","1471","105460","161.01","388","267","0","85","133","37","54","145","130","71","168","0","21"
"TANF","201401","VEGA BAJA","1034","1970","131799","127.47","598","436","0","90","194","56","62","159","223","250","252","2","219"
"TANF","201401","PATILLAS","499","903","62607","125.46","288","211","0","37","70","24","29","101","126","112","162","0","16"
"TANF","201401","RINCÓN","274","499","34331","125.3","161","113","0","15","43","10","7","50","74","75","77","0","15"
"TANF","201401","MANATI","1141","2330","167502","146.8","731","410","0","115","222","58","73","211","223","239","233","0","203"
"TANF","201401","CAMUY","712","1241","89148","125.21","413","299","0","48","94","32","36","150","194","158","238","0","104"
"TANF","201401","OROCOVIS","629","1109","82290","130.83","354","275","0","41","78","25","28","112","175","170","210","0","62"
"TANF","201401","CATAÑO","682","1326","89772","131.63","452","230","0","57","126","31","34","120","169","145","189","6","118"
"TANF","201402","SAN JUAN","3818","7911","552521","144.71","2501","1316","1","388","740","179","191","653","759","908","803","44","680"
"TANF","201402","LARES","853","1552","121696","142.67","521","332","0","65","116","35","47","174","203","213","276","1","134"
"TANF","201402","CAROLINA","1934","3905","264287","136.65","1265","669","0","209","366","95","117","393","385","369","459","8","333"
"TANF","201402","YABUCOA","1216","2276","166768","137.14","784","432","0","158","175","37","101","245","285","215","348","0","179"
"PAN","201402","SABANA GRANDE","9687","28585","3129968","323.11","5294","4393","0","792","1343","687","1117","2295","1954","1499","834","9","2305"
"PAN","201402","CAMUY","15221","41194","4547470","298.76","8311","6908","2","1096","2012","949","1710","3594","3492","2368","1790","5","2979"
"PAN","201402","ISABELA","17171","48132","5325131","310.12","9394","7771","6","1134","2334","1067","1808","3844","4092","2891","1924","5","3286"
"PAN","201402","PONCE","70029","202752","22786965","325.39","40102","29912","15","6201","11055","4778","8325","15979","13928","9760","5285","247","15990"
"TANF","201402","PATILLAS","508","935","64967","127.89","293","215","0","39","75","27","27","104","124","112","159","0","17"
"TANF","201402","VEGA BAJA","1014","1936","130304","128.5","590","424","0","83","192","57","59","154","219","250","243","1","213"
"TANF","201402","YAUCO","749","1223","86896","116.02","475","274","0","30","81","36","19","147","218","218","258","2","100"
"TANF","201402","MAUNABO","334","615","45217","135.38","212","122","0","29","59","19","22","65","77","63","89","0","19"
"PAN","201402","TOA ALTA","21191","60753","6744684","318.28","12045","9140","6","1801","3363","1600","2381","4779","4414","2851","1951","9","4958"
"PAN","201402","BARRANQUITAS","17177","49374","5551123","323.17","9306","7868","3","1533","2522","1191","2267","4121","3674","1869","1742","2","3495"
"PAN","201402","RIO PIEDRAS 4","15516","44681","5075101","327.09","9420","6093","3","1644","2924","1177","1729","3314","2785","1943","1044","71","4251"
"PAN","201402","VIEQUES","4018","11319","1279891","318.54","2220","1797","1","452","645","241","481","895","800","504","303","2","718"
"PAN","201402","MOROVIS","14605","43036","4773875","326.87","7894","6711","0","1153","2118","1162","1763","3380","3167","1862","1683","11","3621"
"PAN","201402","YAUCO","17834","50221","5566946","312.15","9846","7983","5","1326","2403","1049","1917","4145","4293","2701","1275","9","3963"
"TANF","201403","YABUCOA","1191","2217","162343","136.31","769","422","0","149","177","38","98","243","268","218","334","0","178"
"TANF","201403","BARCELONETA","633","1265","93722","148.06","397","236","0","80","112","28","57","109","116","131","127","0","97"
"TANF","201403","YAUCO","738","1167","82709","112.07","475","263","0","30","77","31","21","139","220","220","259","1","100"
"TANF","201403","RIO PIEDRAS","996","1627","120160","120.64","602","394","0","66","142","26","25","161","263","313","278","49","155"
"TANF","201403","CAROLINA","1908","3886","261670","137.14","1242","666","0","207","366","96","115","390","361","373","442","8","343"
"TANF","201403","COROZAL","1000","1583","112312","112.31","573","427","0","45","127","26","33","182","310","277","366","0","84"
"TANF","201403","UTUADO","644","1158","82716","128.44","379","265","0","47","82","22","27","122","183","161","218","4","82"
"TANF","201403","MOCA","799","1377","99064","123.98","450","349","0","59","94","23","35","189","254","145","344","0","91"
"TANF","201403","VIEQUES","334","722","50325","150.67","217","117","0","40","83","11","27","68","51","54","67","2","54"
"TANF","201403","COMERIO","595","1005","75952","127.65","335","260","0","40","72","22","36","112","189","124","210","1","62"
"TANF","201403","MAUNABO","333","615","45420","136.4","212","121","0","30","58","20","23","66","73","63","86","0","18"
"TANF","201403","LAJAS","457","769","53351","116.74","272","185","0","25","65","16","19","94","120","118","147","0","82"
"TANF","201403","VILLALBA","392","699","47512","121.2","239","153","0","20","35","21","20","65","92","139","108","0","50"
"PAN","201403","FLORIDA","6832","19093","2076868","303.99","3752","3080","0","579","1005","477","831","1620","1398","922","593","6","1474"
"PAN","201403","QUEBRADILLAS","11702","32206","3457384","295.45","6356","5345","1","892","1620","733","1327","2814","2586","1730","1195","7","2194"
"PAN","201403","LARES","16174","45541","4924876","304.49","8514","7654","6","1086","2093","1056","1872","4001","3614","2452","1832","6","3429"
"PAN","201403","JUANA DIAZ","19212","57443","6084484","316.7","10729","8479","4","1622","2771","1304","2392","4233","4143","2746","1344","7","3412"
"PAN","201403","GURABO","11558","31894","3406440","294.73","6544","5013","1","911","1666","704","1190","2541","2586","1960","1151","6","1799"
"PAN","201403","SANTA ISABEL","8821","24980","2658737","301.41","4901","3918","2","758","1331","634","1034","2010","1784","1270","718","24","367"
"PAN","201403","MOROVIS","14758","43211","4626428","313.49","7969","6789","0","1166","2132","1159","1802","3423","3203","1873","1706","13","3641"
"PAN","201403","LAS MARÍAS","4693","13867","1488792","317.24","2442","2251","0","391","663","267","532","1120","1002","718","287","5","1072"
"PAN","201403","JAYUYA","8398","25859","2808553","334.43","4333","4062","3","658","1229","599","1017","2025","1867","1003","965","0","1851"
"TANF","201404","FAJARDO","949","2218","158400","166.91","608","341","0","178","191","39","82","188","135","136","174","0","108"
"TANF","201404","TOA BAJA","1135","2141","146173","128.79","723","412","0","90","180","58","40","206","288","273","342","1","236"
"TANF","201404","CAGUAS","1934","3256","223942","115.79","1191","743","0","129","252","60","68","350","597","478","700","24","128"
"TANF","201404","PONCE","3585","6557","447104","124.72","2156","1429","0","282","502","125","166","619","1019","872","1191","26","482"
"TANF","201404","VILLALBA","399","685","47159","118.19","240","159","0","20","34","22","19","65","95","144","111","0","48"
"TANF","201404","AGUAS BUENAS","638","1326","93587","146.69","391","247","0","45","119","34","20","134","139","147","176","1","142"
"TANF","201404","CULEBRA","26","50","3399","130.73","15","11","0","2","5","1","1","7","5","5","8","0","0"
"TANF","201404","CAROLINA","2003","4125","277440","138.51","1304","699","0","230","390","93","120","415","384","371","466","10","359"
"TANF","201404","SANTA ISABEL","633","1306","93492","147.7","394","239","0","85","112","37","55","129","128","87","160","2","18"
"PAN","201404","COMERIO","11494","30429","3316349","288.53","6178","5312","4","925","1719","721","1368","2772","2504","1484","1272","7","2333"
"PAN","201404","MAYAGÜEZ","31878","85739","9224148","289.36","18282","13591","5","2601","4519","1934","3503","7068","6639","5614","1909","225","6520"
"PAN","201404","YAUCO","17992","50352","5326888","296.07","9928","8059","5","1341","2416","1065","1928","4203","4314","2725","1307","9","4047"
"PAN","201402","NARANJITO","15490","44328","4884878","315.36","8332","7152","6","1277","2149","1000","1821","3643","3395","2202","2091","6","2339"
"TANF","201402","COAMO","585","903","63269","108.15","353","232","0","22","66","16","24","101","165","191","207","1","47"
"PAN","201402","SANTA ISABEL","8838","25014","2739491","309.97","4926","3910","2","753","1334","634","1069","2012","1772","1264","721","24","387"
"TANF","201403","PONCE","3471","6303","428121","123.34","2085","1386","0","266","481","117","158","601","981","867","1146","22","461"
