"ps","pobl","pmb","area","compl","nro_edif","tiposecurb","urb","ste","nro","nro_apart","tipo_via","calle","sector","cod_post","pais","x","y","lat","lon","location"
"82217","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"121-25",,"CALLE","64",,"985","PR","249578","262071","18.3936","-65.9641","(18.3936, -65.9641)"
"82162","CAROLINA","SAN ANTON",,,," "," ",,"17",,"CALLE","7",,"976","PR","246792","260400","18.3785329","-65.990548","(18.3785329, -65.990548)"
"82025","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-27",,"CALLE","163",,"983","PR","248874","265165","18.4215","-65.9707","(18.4215, -65.9707)"
"82022","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-28",,"CALLE","163",,"983","PR","248875","265152","18.4214","-65.9707","(18.4214, -65.9707)"
"82008","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-2",,"CALLE","161",,"983","PR","248839","265117","18.4211","-65.9711","(18.4211, -65.9711)"
"82040","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-48",,"CALLE","245",,"982","PR","247026","263860","18.4098","-65.9883","(18.4098, -65.9883)"
"82003","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-2",,"CALLE","161",,"983","PR","248838","265131","18.4212","-65.9711","(18.4212, -65.9711)"
"146560","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-29",,"CALLE","123",,"983","PR","248475","265052","18.4205","-65.9745","(18.4205, -65.9745)"
"146556","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AG-12",,"CALLE","NISPERO",,"983","PR","248870","263749","18.4087","-65.9708","(18.4087, -65.9708)"
"146551","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AG-11",,"CALLE","NISPERO",,"983","PR","248870","263763","18.4089","-65.9708","(18.4089, -65.9708)"
"146385","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-21",,"CALLE","121",,"983","PR","248404","265223","18.4221","-65.9752","(18.4221, -65.9752)"
"146381","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-22",,"CALLE","121",,"983","PR","248405","265214","18.422","-65.9752","(18.422, -65.9752)"
"146377","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-23",,"CALLE","121",,"983","PR","248406","265199","18.4219","-65.9752","(18.4219, -65.9752)"
"146344","CAROLINA","CANOVANILLAS",,,,"URB","CIUDAD JARD",,"386",,"CALLE","JACINTO",,"987","PR","253887","259937","18.3742","-65.9234","(18.3742, -65.9234)"
"146321","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-25",,"CALLE","121",,"983","PR","248408","265182","18.4217","-65.9751","(18.4217, -65.9751)"
"146286","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"W-13",,"CALLE","JOBOS",,"983","PR","248969","263640","18.4078","-65.9699","(18.4078, -65.9699)"
"146368","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"X-5",,"CALLE","YAGRUMO",,"983","PR","248988","263601","18.4074","-65.9697","(18.4074, -65.9697)"
"146275","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-28",,"CALLE","121",,"983","PR","248410","265149","18.4214","-65.9751","(18.4214, -65.9751)"
"146219","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"W-9",,"CALLE","JOBOS",,"983","PR","248930","263666","18.408","-65.9702","(18.408, -65.9702)"
"146215","CAROLINA","TRUJILLO BAJO",,,,"URB","CIUDAD CENTRO",,"128",,"CALLE","CASIMAR",,"987","PR","250951","259171","18.3673","-65.9512","(18.3673, -65.9512)"
"146268","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-30",,"CALLE","121",,"983","PR","248414","265126","18.4212","-65.9751","(18.4212, -65.9751)"
"146210","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"W-8",,"CALLE","JOBOS",,"983","PR","248955","263664","18.408","-65.97","(18.408, -65.97)"
"146183","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-6",,"CALLE","YUNQUESITO",,"987","PR","252191","259525","18.3705","-65.9395","(18.3705, -65.9395)"
"148335","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-393",,"CALLE","MEXICO",,"987","PR","247765","260757","18.3817","-65.9813","(18.3817, -65.9813)"
"148326","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"F-23",,"CALLE","3",,"985","PR","249671","261086","18.3847","-65.9633","(18.3847, -65.9633)"
"148321","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 5TA SECC",,"218-14",,"CALLE","502",,"985","PR","249505","264593","18.4164","-65.9648","(18.4164, -65.9648)"
"148311","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"F-21",,"CALLE","3",,"985","PR","249673","261059","18.3844","-65.9633","(18.3844, -65.9633)"
"148309","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"F-20",,"CALLE","3",,"985","PR","249675","261046","18.3843","-65.9633","(18.3843, -65.9633)"
"148307","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"T-396",,"CALLE","MEXICO",,"987","PR","247734","260732","18.3815","-65.9816","(18.3815, -65.9816)"
"148298","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"F-18",,"CALLE","3",,"985","PR","249679","261023","18.3841","-65.9632","(18.3841, -65.9632)"
"276061","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"944",,"CALLE","SARASATE",,"924","PR","243714","262667","18.3991","-66.0196","(18.3991, -66.0196)"
"275923","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"960",,"CALLE","HALCON",,"924","PR","245144","263432","18.406","-66.0061","(18.406, -66.0061)"
"275902","SAN JUAN","SABANA LLANA SUR",,,,"URB","CLUB MANOR",,"1221",,"CALLE","MARIANO ABRIL",,"924","PR","244835","262130","18.3942","-66.009","(18.3942, -66.009)"
"275866","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"939",,"CALLE","SARASATE",,"924","PR","243680","262709","18.3995","-66.0199","(18.3995, -66.0199)"
"275837","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"954",,"CALLE","HALCON",,"924","PR","245114","263455","18.4062","-66.0064","(18.4062, -66.0064)"
"275822","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"923",,"CALLE","SARASATE",,"924","PR","243657","262829","18.4005","-66.0202","(18.4005, -66.0202)"
"275786","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"936",,"CALLE","HALCON",,"924","PR","245082","263482","18.4064","-66.0067","(18.4064, -66.0067)"
"277672","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1130",,"CALLE","9",,"927","PR","238624","261822","18.3915","-66.0678","(18.3915, -66.0678)"
"277665","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"978",,"CALLE","ALCAZAR",,"923","PR","242326","262663","18.3991","-66.0328","(18.3991, -66.0328)"
"277656","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"980",,"CALLE","ALCAZAR",,"923","PR","242324","262651","18.399","-66.0328","(18.399, -66.0328)"
"278075","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1120",,"CALLE","7",,"927","PR","238491","261878","18.392","-66.0691","(18.392, -66.0691)"
"277959","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"950",,"CALLE","ALCAZAR",,"923","PR","242348","262843","18.4007","-66.0325","(18.4007, -66.0325)"
"277803","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"384",,"CALLE","VILLALBA",,"923","PR","241537","265465","18.4244","-66.0402","(18.4244, -66.0402)"
"277767","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"966",,"CALLE","ALCAZAR",,"923","PR","242335","262742","18.3998","-66.0327","(18.3998, -66.0327)"
"278414","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"948",,"CALLE","VERDI",,"924","PR","243774","262644","18.3989","-66.0191","(18.3989, -66.0191)"
"278261","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"933",,"CALLE","VERDI",,"924","PR","243725","262763","18.3999","-66.0195","(18.3999, -66.0195)"
"278237","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"965",,"CALLE","ESPIONCELA",,"924","PR","245177","263351","18.4052","-66.0058","(18.4052, -66.0058)"
"278630","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"984",,"CALLE","EIDER",,"924","PR","245314","263256","18.4044","-66.0045","(18.4044, -66.0045)"
"278559","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"942",,"CALLE","VERDI",,"924","PR","243765","262690","18.3993","-66.0191","(18.3993, -66.0191)"
"278429","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"946",,"CALLE","VERDI",,"924","PR","243771","262660","18.399","-66.0191","(18.399, -66.0191)"
"278378","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"962",,"CALLE","ESPIONCELA",,"924","PR","245146","263332","18.4051","-66.0061","(18.4051, -66.0061)"
"278359","SAN JUAN","SABANA LLANA SUR",,,,"URB","CLUB MANOR",,"1210",,"CALLE","RAFAEL ARCELAY",,"924","PR","244959","262234","18.3951","-66.0078","(18.3951, -66.0078)"
"227227","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"278",,"CALLE","CLAVEL",,"987","PR","252209","259568","18.3709","-65.9393","(18.3709, -65.9393)"
"227212","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-46",,"CALLE","YUNQUESITO",,"987","PR","252628","259214","18.3677","-65.9354","(18.3677, -65.9354)"
"227314","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-24",,"CALLE","37",,"987","PR","247745","258844","18.3645","-65.9816","(18.3645, -65.9816)"
"226044","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"C-4",,"CALLE","2",,"983","PR","247970","264991","18.42","-65.9793","(18.42, -65.9793)"
"226026","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"C-6",,"CALLE","2",,"983","PR","247996","264994","18.42","-65.979","(18.42, -65.979)"
"226025","CAROLINA","MARTIN GONZALEZ",,,,"URB","PASEO DEL PRADO",,"111",,"CALLE","ALBORADA",,"985","PR","248421","261130","18.3851","-65.9751","(18.3851, -65.9751)"
"225993","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"C-8",,"CALLE","2",,"983","PR","248024","264996","18.42","-65.9788","(18.42, -65.9788)"
"225984","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"C-9",,"CALLE","2",,"983","PR","248037","264997","18.42","-65.9787","(18.42, -65.9787)"
"225952","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"B-12",,"CALLE","2",,"983","PR","248040","264975","18.4198","-65.9786","(18.4198, -65.9786)"
"226066","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLAS DEL SOL",,"316",,"CALLE","TORREMOLINOS",,"985","PR","249357","261274","18.3864","-65.9663","(18.3864, -65.9663)"
"225793","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"B-18",,"CALLE","2",,"983","PR","247959","264971","18.4198","-65.9794","(18.4198, -65.9794)"
"225784","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"B-19",,"CALLE","2",,"983","PR","247948","264968","18.4198","-65.9795","(18.4198, -65.9795)"
"227296","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-23-A",,"CALLE","37",,"987","PR","247755","258850","18.3645","-65.9815","(18.3645, -65.9815)"
"227286","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"273-A",,"CALLE","CLAVEL",,"987","PR","252329","259490","18.3702","-65.9382","(18.3702, -65.9382)"
"227262","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"276",,"CALLE","CLAVEL",,"987","PR","252248","259544","18.3707","-65.9389","(18.3707, -65.9389)"
"227336","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"268",,"CALLE","CLAVEL",,"987","PR","252425","259423","18.3696","-65.9373","(18.3696, -65.9373)"
"227335","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"C-1",,"CALLE","1",,"985","PR","249202","261548","18.3889","-65.9677","(18.3889, -65.9677)"
"227326","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-25",,"CALLE","37",,"987","PR","247735","258835","18.3644","-65.9817","(18.3644, -65.9817)"
"227352","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-27",,"CALLE","37",,"987","PR","247710","258824","18.3643","-65.9819","(18.3643, -65.9819)"
"227389","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-29",,"CALLE","37",,"987","PR","247688","258811","18.3642","-65.9821","(18.3642, -65.9821)"
"227571","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-5",,"CALLE","41",,"987","PR","247568","258676","18.3629","-65.9832","(18.3629, -65.9832)"
"227560","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-4",,"CALLE","41",,"987","PR","247576","258667","18.3629","-65.9832","(18.3629, -65.9832)"
"227554","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2H-3",,"CALLE","41",,"987","PR","247582","258654","18.3627","-65.9831","(18.3627, -65.9831)"
"100123","SAN JUAN","ORIENTE",,,,"URB","ROSENDO MATIENZO CINTRON",,"508",,"CALLE","PRUNA",,"923","PR","242380","264052","18.4116","-66.0322","(18.4116, -66.0322)"
"100090","SAN JUAN","ORIENTE",,,,"URB","ROSENDO MATIENZO CINTRON",,"512",,"CALLE","PRUNA",,"923","PR","242408","264044","18.4115","-66.032","(18.4115, -66.032)"
"99103","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1026",,"CALLE","ANA DE CAUZOS",,"924","PR","245902","263655","18.408","-65.9989","(18.408, -65.9989)"
"98972","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"T-17",,"CALLE","HOT SPRINGS",,"926","PR","242031","261469","18.3883","-66.0356","(18.3883, -66.0356)"
"98876","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"T-3",,"CALLE","GETTYSBURG",,"926","PR","242090","261467","18.3883","-66.035","(18.3883, -66.035)"
"98870","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1046",,"CALLE","ANA DE CAUZOS",,"924","PR","246005","263574","18.4072","-65.9979","(18.4072, -65.9979)"
"98866","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"T-2",,"CALLE","GETTYSBURG",,"926","PR","242096","261454","18.3881","-66.035","(18.3881, -66.035)"
"98855","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"N-12",,"CALLE","GETTYSBURG",,"926","PR","242122","261466","18.3883","-66.0347","(18.3883, -66.0347)"
"98854","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1043",,"CALLE","FELIX DE AZARA",,"924","PR","245964","263564","18.4071","-65.9983","(18.4071, -65.9983)"
"98845","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1041",,"CALLE","FELIX DE AZARA",,"924","PR","245953","263571","18.4072","-65.9984","(18.4072, -65.9984)"
"98752","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"N-7",,"CALLE","GETTYSBURG",,"926","PR","242067","261532","18.3889","-66.0352","(18.3889, -66.0352)"
"98737","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"696",,"CALLE","CACTUS",,"924","PR","243555","261711","18.3904","-66.0211","(18.3904, -66.0211)"
"98729","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"700",,"CALLE","CACTUS",,"924","PR","243581","261734","18.3907","-66.0209","(18.3907, -66.0209)"
"98721","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"702",,"CALLE","CACTUS",,"924","PR","243597","261739","18.3907","-66.0208","(18.3907, -66.0208)"
"98665","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-16",,"CALLE","HOT SPRINGS",,"926","PR","241949","261491","18.3885","-66.0364","(18.3885, -66.0364)"
"98662","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1031",,"CALLE","FELIX DE AZARA",,"924","PR","245901","263612","18.4076","-65.9989","(18.4076, -65.9989)"
"98640","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1029",,"CALLE","FELIX DE AZARA",,"924","PR","245892","263621","18.4076","-65.999","(18.4076, -65.999)"
"98686","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1035",,"CALLE","FELIX DE AZARA",,"924","PR","245923","263595","18.4074","-65.9987","(18.4074, -65.9987)"
"98626","SAN JUAN","SABANA LLANA NORTE",,,,"PARC"," ",,"506-B",,"CALLE","21",,"924","PR","243454","263924","18.4104","-66.0221","(18.4104, -66.0221)"
"98598","SAN JUAN","SABANA LLANA SUR",,,,"URB","HIGHLAND PARK",,"718",,"CALLE","CACTUS",,"924","PR","243717","261799","18.3912","-66.0196","(18.3912, -66.0196)"
"98583","SAN JUAN","SABANA LLANA SUR",,,,"URB","PARK GARDENS",,"U-12",,"CALLE","HOT SPRINGS",,"926","PR","241999","261457","18.3882","-66.0359","(18.3882, -66.0359)"
"98563","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1023",,"CALLE","FELIX DE AZARA",,"924","PR","245859","263644","18.4079","-65.9993","(18.4079, -65.9993)"
"108943","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-10",,"CALLE","274",,"982","PR","246729","264346","18.4142","-65.9911","(18.4142, -65.9911)"
"108926","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"D-4",,"CALLE","CEDRO",,"983","PR","249107","264037","18.4113","-65.9685","(18.4113, -65.9685)"
"108903","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"N-761",,"CALLE","ALMERIA",,"983","PR","247613","265844","18.4277","-65.9827","(18.4277, -65.9827)"
"108901","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-11",,"CALLE","274",,"982","PR","246745","264351","18.4142","-65.9909","(18.4142, -65.9909)"
"108892","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"D-3",,"CALLE","CEDRO",,"983","PR","249131","264035","18.4113","-65.9683","(18.4113, -65.9683)"
"108828","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-15",,"CALLE","266",,"982","PR","246711","264303","18.4138","-65.9912","(18.4138, -65.9912)"
"108821","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"N-718",,"CALLE","SEGOVIA",,"983","PR","247727","265828","18.4276","-65.9816","(18.4276, -65.9816)"
"108816","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"BN-719",,"CALLE","SEGOVIA",,"983","PR","247742","265827","18.4275","-65.9814","(18.4275, -65.9814)"
"108810","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"N-720",,"CALLE","SEGOVIA",,"983","PR","247753","265829","18.4276","-65.9813","(18.4276, -65.9813)"
"108807","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-17",,"CALLE","266",,"982","PR","246684","264296","18.4137","-65.9915","(18.4137, -65.9915)"
"108791","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-19",,"CALLE","266",,"982","PR","246657","264290","18.4137","-65.9917","(18.4137, -65.9917)"
"108771","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-20",,"CALLE","266",,"982","PR","246643","264287","18.4136","-65.9919","(18.4136, -65.9919)"
"108752","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"BN-725",,"CALLE","SEGOVIA",,"983","PR","247819","265840","18.4277","-65.9807","(18.4277, -65.9807)"
"109283","CAROLINA","CANOVANILLAS",,,,"URB","PARQ ECUESTRE",,"D-36",,"CALLE","COLABORADOR",,"987","PR","253430","259417","18.3695","-65.9278","(18.3695, -65.9278)"
"109278","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"28",,"CALLE","GENERALIFE",,"987","PR","247475","261707","18.3903","-65.9841","(18.3903, -65.9841)"
"109277","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-32",,"CALLE","GRANADA",,"985","PR","250574","262736","18.3996","-65.9547","(18.3996, -65.9547)"
"109273","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-33",,"CALLE","GRANADA",,"985","PR","250585","262750","18.3997","-65.9546","(18.3997, -65.9546)"
"109264","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-36",,"CALLE","GRANADA",,"985","PR","250620","262754","18.3997","-65.9543","(18.3997, -65.9543)"
"109333","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-26",,"CALLE","GRANADA",,"985","PR","250503","262709","18.3993","-65.9554","(18.3993, -65.9554)"
"109407","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"131-36",,"CALLE","100",,"985","PR","249558","262945","18.4015","-65.9643","(18.4015, -65.9643)"
"109370","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"33",,"CALLE","GENERALIFE",,"987","PR","247471","261772","18.3909","-65.9841","(18.3909, -65.9841)"
"109352","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"131-32",,"CALLE","100",,"985","PR","249612","262946","18.4015","-65.9638","(18.4015, -65.9638)"
"109349","CAROLINA","CANOVANILLAS",,,,"URB","PARQ ECUESTRE",,"D-34",,"CALLE","COLABORADOR",,"987","PR","253433","259444","18.3697","-65.9277","(18.3697, -65.9277)"
"109348","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-24",,"CALLE","GRANADA",,"985","PR","250485","262702","18.3992","-65.9555","(18.3992, -65.9555)"
"459932","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"144-9",,"CALLE","412",,"985","PR","249894","263691","18.4082","-65.9611","(18.4082, -65.9611)"
"459918","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"144-7",,"CALLE","412",,"985","PR","249892","263664","18.4079","-65.9611","(18.4079, -65.9611)"
"459837","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"144-2",,"CALLE","412",,"985","PR","249895","263595","18.4073","-65.9611","(18.4073, -65.9611)"
"459804","CAROLINA","CANOVANILLAS",,,,"SECT"," ",," ",,"CARR","857 INT KM 0.6",,"985","PR","252909","259474","18.37","-65.9327","(18.37, -65.9327)"
"459765","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"143-21",,"CALLE","410",,"985","PR","249880","263554","18.407","-65.9612","(18.407, -65.9612)"
"459754","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"143-23",,"CALLE","410",,"985","PR","249854","263556","18.407","-65.9615","(18.407, -65.9615)"
"459706","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"140-2",,"CALLE","401",,"985","PR","249856","263517","18.4066","-65.9615","(18.4066, -65.9615)"
"347303","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-11",,"CALLE","610",,"985","PR","249925","264934","18.4194","-65.9608","(18.4194, -65.9608)"
"347565","CAROLINA","CANOVANILLAS",,,,"URB","ALTS DEL PARQ",,"H-6",,"CALLE","YCARO",,"987","PR","253639","258626","18.3623","-65.9258","(18.3623, -65.9258)"
"347328","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-5",,"CALLE","610",,"985","PR","249921","265020","18.4202","-65.9608","(18.4202, -65.9608)"
"347320","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"181-39",,"CALLE","443",,"985","PR","250316","263996","18.4109","-65.9571","(18.4109, -65.9571)"
"347318","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-8",,"CALLE","610",,"985","PR","249923","264978","18.4198","-65.9608","(18.4198, -65.9608)"
"347404","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"181-36",,"CALLE","443",,"985","PR","250323","263958","18.4106","-65.957","(18.4106, -65.957)"
"347499","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-3",,"CALLE","610",,"985","PR","249919","265046","18.4204","-65.9608","(18.4204, -65.9608)"
"347488","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"232-4",,"CALLE","610",,"985","PR","249920","265033","18.4203","-65.9608","(18.4203, -65.9608)"
"347480","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"174-1",,"CALLE","443",,"985","PR","250352","263863","18.4097","-65.9568","(18.4097, -65.9568)"
"347696","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"230-13",,"CALLE","609",,"985","PR","249873","265098","18.4209","-65.9613","(18.4209, -65.9613)"
"347647","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"230-18",,"CALLE","609",,"985","PR","249942","265100","18.4209","-65.9606","(18.4209, -65.9606)"
"347623","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"174-5",,"CALLE","443",,"985","PR","250364","263809","18.4092","-65.9567","(18.4092, -65.9567)"
"347775","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"181-29",,"CALLE","435",,"985","PR","250375","263914","18.4102","-65.9566","(18.4102, -65.9566)"
"347796","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 6TA SECC",,"230-8",,"CALLE","609",,"985","PR","249836","265058","18.4205","-65.9616","(18.4205, -65.9616)"
"348134","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4JS-10",,"CALLE","VIA 49",,"983","PR","248779","262169","18.3945","-65.9717","(18.3945, -65.9717)"
